-0.1419	0.0028	0.0028	-0.155	0.0023	0.0023	-0.1667	0.0037	0.0037	-0.1785	0.0052	0.0052	-0.1902	0.0066	0.0066	-0.1931	0.0062	0.0062	-0.1915	0.0079	0.0079	-0.19	0.0095	0.0095	-0.1885	0.0112	0.0112	-0.1945	0.01	0.01	-0.198	0.0103	0.0103	-0.2005	0.0109	0.0109	-0.203	0.0114	0.0114	-0.2055	0.012	0.012	-0.2031	0.0099	0.0099	-0.2055	0.0104	0.0104	-0.208	0.0109	0.0109	-0.2105	0.0114	0.0114	-0.2115	0.0142	0.0142
-0.1566	0.0033	0.0033	-0.17	0.0028	0.0028	-0.1801	0.0062	0.0062	-0.1921	0.0062	0.0062	-0.204	0.0062	0.0062	-0.2088	0.007	0.007	-0.2066	0.0084	0.0084	-0.2044	0.0096	0.0096	-0.2029	0.0123	0.0123	-0.21	0.0114	0.0114	-0.2131	0.0116	0.0116	-0.2191	0.013	0.013	-0.2198	0.0122	0.0122	-0.2206	0.0116	0.0116	-0.2202	0.0118	0.0118	-0.2219	0.0129	0.0129	-0.2238	0.014	0.014	-0.2261	0.0133	0.0133	-0.2269	0.0158	0.0158
-0.1714	0.0038	0.0038	-0.185	0.0033	0.0033	-0.1957	0.0072	0.0072	-0.2074	0.0072	0.0072	-0.2189	0.0083	0.0083	-0.2247	0.0077	0.0077	-0.2239	0.0102	0.0102	-0.2192	0.0108	0.0108	-0.2173	0.0135	0.0135	-0.2254	0.013	0.013	-0.2283	0.013	0.013	-0.2345	0.0141	0.0141	-0.2386	0.015	0.015	-0.2365	0.0151	0.0151	-0.2358	0.0145	0.0145	-0.2377	0.0152	0.0152	-0.2397	0.0151	0.0151	-0.2417	0.0153	0.0153	-0.2423	0.0176	0.0176
-0.1862	0.0043	0.0043	-0.2	0.0038	0.0038	-0.2113	0.0083	0.0083	-0.2248	0.0056	0.0056	-0.2345	0.0099	0.0099	-0.2369	0.0065	0.0065	-0.2375	0.0116	0.0116	-0.234	0.012	0.012	-0.2317	0.0146	0.0146	-0.2409	0.0145	0.0145	-0.2434	0.0142	0.0142	-0.25	0.0151	0.0151	-0.2537	0.016	0.016	-0.2524	0.0173	0.0173	-0.2495	0.014	0.014	-0.2533	0.0162	0.0162	-0.2556	0.0161	0.0161	-0.2573	0.0172	0.0172	-0.2577	0.0193	0.0193
-0.2015	0.0053	0.0053	-0.2149	0.0032	0.0032	-0.2233	0.0076	0.0076	-0.2376	0.0048	0.0048	-0.2475	0.008	0.008	-0.2539	0.0072	0.0072	-0.2509	0.0106	0.0106	-0.2474	0.0136	0.0136	-0.2452	0.0165	0.0165	-0.2566	0.0141	0.0141	-0.2582	0.0156	0.0156	-0.2616	0.0162	0.0162	-0.2667	0.0162	0.0162	-0.2654	0.0176	0.0176	-0.2655	0.0175	0.0175	-0.2669	0.0172	0.0172	-0.2682	0.0182	0.0182	-0.2709	0.0191	0.0191	-0.271	0.0215	0.0215
-0.2157	0.0043	0.0043	-0.2278	0.0035	0.0035	-0.2374	0.007	0.007	-0.2514	0.0035	0.0035	-0.2604	0.0096	0.0096	-0.2641	0.0099	0.0099	-0.2645	0.0129	0.0129	-0.2615	0.0129	0.0129	-0.2592	0.0153	0.0153	-0.2706	0.0141	0.0141	-0.2721	0.0152	0.0152	-0.2763	0.0157	0.0157	-0.2807	0.0168	0.0168	-0.2792	0.0171	0.0171	-0.2781	0.0175	0.0175	-0.2813	0.0184	0.0184	-0.2826	0.0183	0.0183	-0.2853	0.0183	0.0183	-0.2858	0.0213	0.0213
-0.2298	0.0032	0.0032	-0.2407	0.0039	0.0039	-0.2514	0.0065	0.0065	-0.2632	0.0081	0.0081	-0.275	0.0096	0.0096	-0.2796	0.0099	0.0099	-0.2776	0.0111	0.0111	-0.2756	0.0122	0.0122	-0.2732	0.014	0.014	-0.2845	0.0143	0.0143	-0.286	0.0149	0.0149	-0.291	0.0153	0.0153	-0.2925	0.0171	0.0171	-0.2939	0.019	0.019	-0.2931	0.0171	0.0171	-0.295	0.0179	0.0179	-0.297	0.0186	0.0186	-0.2996	0.0175	0.0175	-0.3005	0.0212	0.0212
-0.244	0.0022	0.0022	-0.2536	0.0042	0.0042	-0.2657	0.0051	0.0051	-0.2778	0.0061	0.0061	-0.2899	0.0071	0.0071	-0.2944	0.0089	0.0089	-0.292	0.0102	0.0102	-0.2896	0.0115	0.0115	-0.2871	0.0128	0.0128	-0.2985	0.0143	0.0143	-0.2998	0.0144	0.0144	-0.3032	0.0152	0.0152	-0.3067	0.0158	0.0158	-0.3101	0.0166	0.0166	-0.3077	0.0166	0.0166	-0.3097	0.0167	0.0167	-0.3119	0.0166	0.0166	-0.314	0.0166	0.0166	-0.3153	0.0209	0.0209
-0.2581	0.0012	0.0012	-0.2696	0.0023	0.0023	-0.281	0.0032	0.0032	-0.2924	0.0043	0.0043	-0.3038	0.0054	0.0054	-0.3078	0.0064	0.0064	-0.307	0.0079	0.0079	-0.3062	0.0094	0.0094	-0.3055	0.0109	0.0109	-0.3127	0.0132	0.0132	-0.3151	0.0141	0.0141	-0.3176	0.0148	0.0148	-0.32	0.0156	0.0156	-0.3224	0.0165	0.0165	-0.3225	0.0167	0.0167	-0.3247	0.0176	0.0176	-0.327	0.0185	0.0185	-0.3292	0.0194	0.0194	-0.3315	0.0203	0.0203
-0.2723	0.001	0.001	-0.2846	0.0014	0.0014	-0.2961	0.0032	0.0032	-0.3076	0.0052	0.0052	-0.319	0.0071	0.0071	-0.3217	0.007	0.007	-0.3202	0.0089	0.0089	-0.3188	0.0107	0.0107	-0.3174	0.0126	0.0126	-0.3279	0.0141	0.0141	-0.3317	0.0148	0.0148	-0.3341	0.0159	0.0159	-0.3363	0.0169	0.0169	-0.3387	0.018	0.018	-0.3375	0.016	0.016	-0.3399	0.0174	0.0174	-0.3426	0.0188	0.0188	-0.3451	0.0202	0.0202	-0.3467	0.0219	0.0219
-0.2864	0.0008	0.0008	-0.2987	0.0019	0.0019	-0.3099	0.0049	0.0049	-0.3213	0.0055	0.0055	-0.3327	0.006	0.006	-0.337	0.0069	0.0069	-0.3353	0.0089	0.0089	-0.3335	0.0108	0.0108	-0.3315	0.0138	0.0138	-0.3431	0.015	0.015	-0.3465	0.0159	0.0159	-0.3528	0.018	0.018	-0.3534	0.0179	0.0179	-0.354	0.0178	0.0178	-0.3538	0.0179	0.0179	-0.3562	0.019	0.019	-0.3588	0.02	0.02	-0.3604	0.0216	0.0216	-0.362	0.0236	0.0236
-0.3006	0.0006	0.0006	-0.3128	0.0025	0.0025	-0.3239	0.0054	0.0054	-0.3383	0.006	0.006	-0.3491	0.0078	0.0078	-0.3541	0.008	0.008	-0.3523	0.0115	0.0115	-0.3477	0.0113	0.0113	-0.3457	0.0149	0.0149	-0.3584	0.0159	0.0159	-0.3614	0.0169	0.0169	-0.3669	0.0189	0.0189	-0.3723	0.0209	0.0209	-0.3703	0.0206	0.0206	-0.3701	0.0202	0.0202	-0.3723	0.0216	0.0216	-0.374	0.0214	0.0214	-0.3757	0.023	0.023	-0.3772	0.0252	0.0252
-0.3148	0.0004	0.0004	-0.327	0.0031	0.0031	-0.338	0.0058	0.0058	-0.3541	0.0043	0.0043	-0.3625	0.0079	0.0079	-0.3648	0.0059	0.0059	-0.3654	0.0106	0.0106	-0.3618	0.0118	0.0118	-0.3598	0.0161	0.0161	-0.3736	0.0168	0.0168	-0.3763	0.0179	0.0179	-0.381	0.0198	0.0198	-0.3863	0.021	0.021	-0.3851	0.0224	0.0224	-0.3823	0.02	0.02	-0.3864	0.0225	0.0225	-0.3891	0.0229	0.0229	-0.391	0.0244	0.0244	-0.3924	0.0269	0.0269
-0.3274	0.0005	0.0005	-0.3401	0.0028	0.0028	-0.3491	0.0044	0.0044	-0.3647	0.0026	0.0026	-0.374	0.0069	0.0069	-0.3795	0.0076	0.0076	-0.3769	0.0112	0.0112	-0.3734	0.012	0.012	-0.3716	0.0164	0.0164	-0.3877	0.0181	0.0181	-0.3891	0.0185	0.0185	-0.3941	0.0189	0.0189	-0.398	0.0206	0.0206	-0.3964	0.0226	0.0226	-0.3975	0.0222	0.0222	-0.3992	0.0221	0.0221	-0.4011	0.0238	0.0238	-0.4039	0.0244	0.0244	-0.4054	0.027	0.027
-0.3394	-0.001	-0.001	-0.3524	0.0007	0.0007	-0.3626	0.0029	0.0029	-0.3764	0.0029	0.0029	-0.3861	0.0071	0.0071	-0.39	0.0062	0.0062	-0.391	0.0109	0.0109	-0.3863	0.0111	0.0111	-0.3841	0.0148	0.0148	-0.4003	0.0168	0.0168	-0.4016	0.0178	0.0178	-0.4074	0.0187	0.0187	-0.4119	0.0207	0.0207	-0.4098	0.0221	0.0221	-0.4083	0.0217	0.0217	-0.4124	0.0236	0.0236	-0.4143	0.0236	0.0236	-0.417	0.0234	0.0234	-0.4183	0.0261	0.0261
-0.3514	-0.0024	-0.0024	-0.3647	-0.0014	-0.0014	-0.3762	0.0014	0.0014	-0.388	0.0034	0.0034	-0.3997	0.0054	0.0054	-0.4027	0.0072	0.0072	-0.4009	0.0088	0.0088	-0.3992	0.0102	0.0102	-0.3966	0.0132	0.0132	-0.4129	0.0154	0.0154	-0.4142	0.0172	0.0172	-0.4207	0.0184	0.0184	-0.4224	0.0201	0.0201	-0.4241	0.0219	0.0219	-0.4232	0.0211	0.0211	-0.4252	0.0222	0.0222	-0.4275	0.0234	0.0234	-0.4302	0.0224	0.0224	-0.4313	0.0252	0.0252
-0.3634	-0.0039	-0.0039	-0.3769	-0.0035	-0.0035	-0.3884	-0.0014	-0.0014	-0.3997	0.0009	0.0009	-0.411	0.0031	0.0031	-0.4148	0.0052	0.0052	-0.4128	0.0074	0.0074	-0.4109	0.0094	0.0094	-0.4091	0.0116	0.0116	-0.4254	0.0141	0.0141	-0.4267	0.0165	0.0165	-0.4297	0.0177	0.0177	-0.4327	0.0189	0.0189	-0.4358	0.0202	0.0202	-0.4345	0.019	0.019	-0.4374	0.0198	0.0198	-0.4404	0.0206	0.0206	-0.4433	0.0215	0.0215	-0.4443	0.0243	0.0243
-0.3754	-0.0053	-0.0053	-0.3872	-0.0037	-0.0037	-0.399	-0.0022	-0.0022	-0.4107	-0.0005	-0.0005	-0.4223	0.0011	0.0011	-0.4269	0.0041	0.0041	-0.4262	0.0057	0.0057	-0.4255	0.0072	0.0072	-0.425	0.0088	0.0088	-0.4379	0.0128	0.0128	-0.4405	0.0142	0.0142	-0.4432	0.0156	0.0156	-0.4458	0.0169	0.0169	-0.4484	0.0183	0.0183	-0.4489	0.0183	0.0183	-0.4508	0.0196	0.0196	-0.453	0.0209	0.0209	-0.4551	0.0223	0.0223	-0.4572	0.0235	0.0235
